ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
238	Ch­ëng Kinh Thanh Quang Giíi	0;102;1432;1	1	2	14			30000;30031;30036;30196		
239	Ch­ëng Kinh Thanh Quang Giíi	0;102;1433;1	2	3	14			30000;30031;30036;30196		
240	Ch­ëng Kinh Thanh Quang Giíi	0;102;1434;1	2	4	14			30000;30031;30036;30196		
241	Ch­ëng Kinh Thanh Quang Hoµn	0;102;1435;1	1	1	14			30000;30031;30036;30196		
242	Ch­ëng Kinh Thanh Quang Hoµn	0;102;1436;1	1	2	14			30000;30031;30036;30196		
243	Ch­ëng Kinh Thanh Quang Hoµn	0;102;1437;1	2	3	14			30000;30031;30036;30196		
244	Ch­ëng Kinh Thanh Quang Hoµn	0;102;1438;1	2	4	14			30000;30031;30036;30196		
245	Th¸i Êt T¶n Nh©n H¹o Nhiªn Giíi	0;102;1531;1	1	1	15			30000;30031;30036;30196		
246	Th¸i Êt T¶n Nh©n H¹o Nhiªn Giíi	0;102;1532;1	1	2	15			30000;30031;30036;30196		
247	Th¸i Êt T¶n Nh©n H¹o Nhiªn Giíi	0;102;1533;1	2	3	15			30000;30031;30036;30196		
248	Th¸i Êt T¶n Nh©n H¹o Nhiªn Giíi	0;102;1534;1	2	4	15			30000;30031;30036;30196		
249	Th¸i Êt T¶n Nh©n H¹o Nhiªn Hoµn	0;102;1535;1	1	1	15			30000;30031;30036;30196		
250	Th¸i Êt T¶n Nh©n H¹o Nhiªn Hoµn	0;102;1536;1	1	2	15			30000;30031;30036;30196		
251	Th¸i Êt T¶n Nh©n H¹o Nhiªn Hoµn	0;102;1537;1	2	3	15			30000;30031;30036;30196		
252	Th¸i Êt T¶n Nh©n H¹o Nhiªn Hoµn	0;102;1538;1	2	4	15			30000;30031;30036;30196		
253	Long T­¬ng T­íng Qu©n Hæ Phï	0;102;1731;1	1	1	17			30000;30031;30036;30196		
254	Long T­¬ng T­íng Qu©n Hæ Phï	0;102;1732;1	1	2	17			30000;30031;30036;30196		
255	Long T­¬ng T­íng Qu©n Hæ Phï	0;102;1733;1	2	3	17			30000;30031;30036;30196		
256	Long T­¬ng T­íng Qu©n Hæ Phï	0;102;1734;1	2	4	17			30000;30031;30036;30196		
257	Long T­¬ng T­íng Qu©n LÖnh Kú	0;102;1735;1	1	1	17			30000;30031;30036;30196		
258	Long T­¬ng T­íng Qu©n LÖnh Kú	0;102;1736;1	1	2	17			30000;30031;30036;30196		
259	Long T­¬ng T­íng Qu©n LÖnh Kú	0;102;1737;1	2	3	17			30000;30031;30036;30196		
260	Long T­¬ng T­íng Qu©n LÖnh Kú	0;102;1738;1	2	4	17			30000;30031;30036;30196		
261	Hæ Dùc T­íng Qu©n Hæ Phï	0;102;1831;1	1	1	18			30000;30031;30036;30196		
262	Hæ Dùc T­íng Qu©n Hæ Phï	0;102;1832;1	1	2	18			30000;30031;30036;30196		
263	Hæ Dùc T­íng Qu©n Hæ Phï	0;102;1833;1	2	3	18			30000;30031;30036;30196		
264	Hæ Dùc T­íng Qu©n Hæ Phï	0;102;1834;1	2	4	18			30000;30031;30036;30196		
265	Hæ Dùc T­íng Qu©n LÖnh Kú	0;102;1835;1	1	1	18			30000;30031;30036;30196		
266	Hæ Dùc T­íng Qu©n LÖnh Kú	0;102;1836;1	1	2	18			30000;30031;30036;30196		
267	Hæ Dùc T­íng Qu©n LÖnh Kú	0;102;1837;1	2	3	18			30000;30031;30036;30196		
268	Hæ Dùc T­íng Qu©n LÖnh Kú	0;102;1838;1	2	4	18			30000;30031;30036;30196		
269	U Minh Quû S¸t Tu La HuyÕt Giíi	0;102;2031;1	1	1	20			30000;30031;30036;30196		
270	U Minh Quû S¸t Tu La HuyÕt Giíi	0;102;2032;1	1	2	20			30000;30031;30036;30196		
271	U Minh Quû S¸t Tu La HuyÕt Giíi	0;102;2033;1	2	3	20			30000;30031;30036;30196		
272	U Minh Quû S¸t Tu La HuyÕt Giíi	0;102;2034;1	2	4	20			30000;30031;30036;30196		
273	U Minh Quû S¸t Tu La H¾c Giíi	0;102;2035;1	1	1	20			30000;30031;30036;30196		
274	U Minh Quû S¸t Tu La H¾c Giíi	0;102;2036;1	1	2	20			30000;30031;30036;30196		
275	U Minh Quû S¸t Tu La H¾c Giíi	0;102;2037;1	2	3	20			30000;30031;30036;30196		
276	U Minh Quû S¸t Tu La H¾c Giíi	0;102;2038;1	2	4	20			30000;30031;30036;30196		
277	V« §éng La S¸t TrÊm HuyÕt Giíi	0;102;2131;1	1	1	21			30000;30031;30036;30196		
278	V« §éng La S¸t TrÊm HuyÕt Giíi	0;102;2132;1	1	2	21			30000;30031;30036;30196		
279	V« §éng La S¸t TrÊm HuyÕt Giíi	0;102;2133;1	2	3	21			30000;30031;30036;30196		
280	V« §éng La S¸t TrÊm HuyÕt Giíi	0;102;2134;1	2	4	21			30000;30031;30036;30196		
281	V« §éng La S¸t TrÊm HuyÕt H¾c Giíi	0;102;2135;1	1	1	21			30000;30031;30036;30196		
282	V« §éng La S¸t TrÊm HuyÕt H¾c Giíi	0;102;2136;1	1	2	21			30000;30031;30036;30196		
283	V« §éng La S¸t TrÊm HuyÕt H¾c Giíi	0;102;2137;1	2	3	21			30000;30031;30036;30196		
284	V« §éng La S¸t TrÊm HuyÕt H¾c Giíi	0;102;2138;1	2	4	21			30000;30031;30036;30196		
285	Tö Vi §¹o Nh©n - Thiªn Nguyªn Ngäc Béi	0;102;23131;1	1	1	23			30000;30031;30036;30196		
286	Tö Vi §¹o Nh©n - Thiªn Nguyªn Ngäc Béi	0;102;23132;1	1	2	23			30000;30031;30036;30196		
287	Tö Vi §¹o Nh©n - Thiªn Nguyªn B¶o Giíi	0;102;23135;1	1	1	23			30000;30031;30036;30196		
288	Tö Vi §¹o Nh©n - Thiªn Nguyªn B¶o Giíi	0;102;23136;1	1	2	23			30000;30031;30036;30196		
289	Tiªu Dao ThÇn Sø - K×nh Phong B¶o Giíi	0;102;25131;1	1	1	25			30000;30031;30036;30196		
290	Tiªu Dao ThÇn Sø - K×nh Phong B¶o Giíi	0;102;25132;1	1	2	25			30000;30031;30036;30196		
291	Tiªu Dao ThÇn Sø - K×nh Phong B¶o Giíi	0;102;25133;1	2	3	25			30000;30031;30036;30196		
292	Tiªu Dao ThÇn Sø - K×nh Phong B¶o Giíi	0;102;25134;1	2	4	25			30000;30031;30036;30196		
293	Tiªu Dao ThÇn Sø - K×nh Phong Ngäc Giíi	0;102;25135;1	1	1	25			30000;30031;30036;30196		
294	Tiªu Dao ThÇn Sø - K×nh Phong Ngäc Giíi	0;102;25136;1	1	2	25			30000;30031;30036;30196		
295	Tiªu Dao ThÇn Sø - K×nh Phong Ngäc Giíi	0;102;25137;1	2	3	25			30000;30031;30036;30196		
296	Tiªu Dao ThÇn Sø - K×nh Phong Ngäc Giíi	0;102;25138;1	2	4	25			30000;30031;30036;30196		
297	Thiªn Cuång §¹i T­íng - Th¸nh Háa B¶o Giíi	0;102;26131;1	1	1	26			30000;30031;30036;30196		
298	Thiªn Cuång §¹i T­íng - Th¸nh Háa B¶o Giíi	0;102;26132;1	1	2	26			30000;30031;30036;30196		
299	Thiªn Cuång §¹i T­íng - Th¸nh Háa B¶o Giíi	0;102;26133;1	2	3	26			30000;30031;30036;30196		
300	Thiªn Cuång §¹i T­íng - Th¸nh Háa B¶o Giíi	0;102;26134;1	2	4	26			30000;30031;30036;30196		
301	Thiªn Cuång §¹i T­íng - Th¸nh Háa Kim Giíi	0;102;26135;1	1	1	26			30000;30031;30036;30196		
302	Thiªn Cuång §¹i T­íng - Th¸nh Háa Kim Giíi	0;102;26136;1	1	2	26			30000;30031;30036;30196		
303	Thiªn Cuång §¹i T­íng - Th¸nh Háa Kim Giíi	0;102;26137;1	2	3	26			30000;30031;30036;30196		
304	Thiªn Cuång §¹i T­íng - Th¸nh Háa Kim Giíi	0;102;26138;1	2	4	26			30000;30031;30036;30196		
305	NguyÖt ¶nh Ma T«n - Cæ Mé Thóy Giíi	0;102;27131;1	1	1	27			30000;30031;30036;30196		
306	NguyÖt ¶nh Ma T«n - Cæ Mé Thóy Giíi	0;102;27132;1	1	2	27			30000;30031;30036;30196		
307	NguyÖt ¶nh Ma T«n - Cæ Mé Thóy Giíi	0;102;27133;1	2	3	27			30000;30031;30036;30196		
308	NguyÖt ¶nh Ma T«n - Cæ Mé Thóy Giíi	0;102;27134;1	2	4	27			30000;30031;30036;30196		
309	NguyÖt ¶nh Ma T«n - Cæ Mé Ngäc Giíi	0;102;27135;1	1	1	27			30000;30031;30036;30196		
310	NguyÖt ¶nh Ma T«n - Cæ Mé Ngäc Giíi	0;102;27136;1	1	2	27			30000;30031;30036;30196		
311	NguyÖt ¶nh Ma T«n - Cæ Mé Ngäc Giíi	0;102;27137;1	2	3	27			30000;30031;30036;30196		
312	NguyÖt ¶nh Ma T«n - Cæ Mé Ngäc Giíi	0;102;27138;1	2	4	27			30000;30031;30036;30196		
313	Cöu Thiªn Th¸i Ph­îng - Háa Vò Béi	0;102;29131;1	2	3	29			30000;30031;30036;30196		
314	Cöu Thiªn Th¸i Ph­îng - Háa Vò Béi	0;102;29132;1	2	4	29			30000;30031;30036;30196		
315	Cöu Thiªn Th¸i Ph­îng - B¨ng T©m Giíi	0;102;29135;1	2	3	29			30000;30031;30036;30196		
316	Cöu Thiªn Th¸i Ph­îng - B¨ng T©m Giíi	0;102;29136;1	2	4	29			30000;30031;30036;30196		
317	B¨ng T©m Ngäc N÷ - Linh X¶o Ngäc Giíi	0;102;30131;1	2	3	30			30000;30031;30036;30196		
318	B¨ng T©m Ngäc N÷ - Linh X¶o Ngäc Giíi	0;102;30132;1	2	4	30			30000;30031;30036;30196		
319	B¨ng T©m Ngäc N÷ - Thanh Linh Toµn Giíi	0;102;30135;1	2	3	30			30000;30031;30036;30196		
320	B¨ng T©m Ngäc N÷ - Thanh Linh Toµn Giíi	0;102;30136;1	2	4	30			30000;30031;30036;30196		
321	B¸t Bé Thiªn Long Thiªn Chóng §ao	0;3;231;1	1	1	2			30000;30032;30037;30197		
322	B¸t Bé Thiªn Long Thiªn Chóng §ao	0;3;232;1	1	2	2			30000;30032;30037;30197		
323	B¸t Bé Thiªn Long Thiªn Chóng C«n	0;5;231;1	1	1	2			30000;30032;30037;30197		
324	B¸t Bé Thiªn Long Thiªn Chóng C«n	0;5;232;1	1	2	2			30000;30032;30037;30197		
325	V« L­îng Ph¸p T«n ThiÒn Tr­îng	0;8;331;1	1	1	3			30000;30032;30037;30197		
326	V« L­îng Ph¸p T«n ThiÒn Tr­îng	0;8;332;1	1	2	3			30000;30032;30037;30197		
327	B¸t B¶o La H¸n §¹i Thõa Thñ	0;0;431;1	1	1	4			30000;30032;30037;30197		
328	B¸t B¶o La H¸n §¹i Thõa Thñ	0;0;432;1	1	2	4			30000;30032;30037;30197		
329	Thiªn C¬ Sø Gi¶ ThÇn TriÖu Ch©m	0;1;631;1	1	1	6			30000;30032;30037;30197		
330	Thiªn C¬ Sø Gi¶ ThÇn TriÖu Ch©m	0;1;632;1	1	2	6			30000;30032;30037;30197		
331	Thiªn C¬ Sø Gi¶ ThÇn TriÖu Ch©m	0;1;633;1	2	3	6			30000;30032;30037;30197		
332	Thiªn C¬ Sø Gi¶ ThÇn TriÖu Ch©m	0;1;634;1	2	4	6			30000;30032;30037;30197		
333	B¹ch Liªn Tiªn Tö B¶o UÈn KiÕm	0;2;831;1	2	3	8			30000;30032;30037;30197		
334	B¹ch Liªn Tiªn Tö B¶o UÈn KiÕm	0;2;832;1	2	4	8			30000;30032;30037;30197		
335	Ngäc VËn Tiªn Tö HuyÒn Hån CÇm	0;10;931;1	2	3	9			30000;30032;30037;30197		
336	Ngäc VËn Tiªn Tö HuyÒn Hån CÇm	0;10;932;1	2	4	9			30000;30032;30037;30197		
337	Long §Çu ThÇn C¸i §»ng V©n Thñ	0;0;1131;1	1	1	11			30000;30032;30037;30197		
338	Long §Çu ThÇn C¸i §»ng V©n Thñ	0;0;1132;1	1	2	11			30000;30032;30037;30197		
339	Long §Çu ThÇn C¸i §»ng V©n Thñ	0;0;1133;1	2	3	11			30000;30032;30037;30197		
340	Long §Çu ThÇn C¸i §»ng V©n Thñ	0;0;1134;1	2	4	11			30000;30032;30037;30197		
341	KhÊt Thiªn ThÇn C¸i V©n Du C«n	0;5;1231;1	1	1	12			30000;30032;30037;30197		
342	KhÊt Thiªn ThÇn C¸i V©n Du C«n	0;5;1232;1	1	2	12			30000;30032;30037;30197		
343	KhÊt Thiªn ThÇn C¸i V©n Du C«n	0;5;1233;1	2	3	12			30000;30032;30037;30197		
344	KhÊt Thiªn ThÇn C¸i V©n Du C«n	0;5;1234;1	2	4	12			30000;30032;30037;30197		
345	Ch­ëng Kinh Thanh Quang KiÕm	0;2;1431;1	1	1	14			30000;30032;30037;30197		
346	Ch­ëng Kinh Thanh Quang KiÕm	0;2;1432;1	1	2	14			30000;30032;30037;30197		
347	Ch­ëng Kinh Thanh Quang KiÕm	0;2;1433;1	2	3	14			30000;30032;30037;30197		
348	Ch­ëng Kinh Thanh Quang KiÕm	0;2;1434;1	2	4	14			30000;30032;30037;30197		
349	Th¸i Êt T¶n Nh©n H¹o Nhiªn Bót	0;9;1531;1	1	1	15			30000;30032;30037;30197		
350	Th¸i Êt T¶n Nh©n H¹o Nhiªn Bót	0;9;1532;1	1	2	15			30000;30032;30037;30197		
351	Th¸i Êt T¶n Nh©n H¹o Nhiªn Bót	0;9;1533;1	2	3	15			30000;30032;30037;30197		
352	Th¸i Êt T¶n Nh©n H¹o Nhiªn Bót	0;9;1534;1	2	4	15			30000;30032;30037;30197		
353	Long T­¬ng T­íng Qu©n Th­¬ng	0;6;1731;1	1	1	17			30000;30032;30037;30197		
354	Long T­¬ng T­íng Qu©n Th­¬ng	0;6;1732;1	1	2	17			30000;30032;30037;30197		
355	Long T­¬ng T­íng Qu©n Th­¬ng	0;6;1733;1	2	3	17			30000;30032;30037;30197		
356	Long T­¬ng T­íng Qu©n Th­¬ng	0;6;1734;1	2	4	17			30000;30032;30037;30197		
357	Hæ Dùc T­íng Qu©n Cung	0;4;1831;1	1	1	18			30000;30032;30037;30197		
358	Hæ Dùc T­íng Qu©n Cung	0;4;1832;1	1	2	18			30000;30032;30037;30197		
359	Hæ Dùc T­íng Qu©n Cung	0;4;1833;1	2	3	18			30000;30032;30037;30197		
360	Hæ Dùc T­íng Qu©n Cung	0;4;1834;1	2	4	18			30000;30032;30037;30197		
361	U Minh Quû S¸t Tu La NhÉn	0;7;2031;1	1	1	20			30000;30032;30037;30197		
362	U Minh Quû S¸t Tu La NhÉn	0;7;2032;1	1	2	20			30000;30032;30037;30197		
363	U Minh Quû S¸t Tu La NhÉn	0;7;2033;1	2	3	20			30000;30032;30037;30197		
364	U Minh Quû S¸t Tu La NhÉn	0;7;2034;1	2	4	20			30000;30032;30037;30197		
365	V« §éng La S¸t TrÈm HuyÕt Tr¶o	0;11;2131;1	1	1	21			30000;30032;30037;30197		
366	V« §éng La S¸t TrÈm HuyÕt Tr¶o	0;11;2132;1	1	2	21			30000;30032;30037;30197		
367	V« §éng La S¸t TrÈm HuyÕt Tr¶o	0;11;2133;1	2	3	21			30000;30032;30037;30197		
368	V« §éng La S¸t TrÈm HuyÕt Tr¶o	0;11;2134;1	2	4	21			30000;30032;30037;30197		
369	Tö Vi §¹o Nh©n - Thiªn Quang B¶o KiÕm	0;2;23131;1	1	1	23			30000;30032;30037;30197		
370	Tö Vi §¹o Nh©n - Thiªn Quang B¶o KiÕm	0;2;23132;1	1	2	23			30000;30032;30037;30197		
371	Tiªu Dao ThÇn Sø - TuyÒn Phong §ao 	0;3;25131;1	1	1	25			30000;30032;30037;30197		
372	Tiªu Dao ThÇn Sø - TuyÒn Phong §ao 	0;3;25132;1	1	2	25			30000;30032;30037;30197		
373	Tiªu Dao ThÇn Sø - TuyÒn Phong §ao 	0;3;25133;1	2	3	25			30000;30032;30037;30197		
374	Tiªu Dao ThÇn Sø - TuyÒn Phong §ao 	0;3;25134;1	2	4	25			30000;30032;30037;30197		
375	Thiªn Cuång §¹i T­íng - Th¸nh Háa Kim Bót	0;9;26131;1	1	1	26			30000;30032;30037;30197		
376	Thiªn Cuång §¹i T­íng - Th¸nh Háa Kim Bót	0;9;26132;1	1	2	26			30000;30032;30037;30197		
377	Thiªn Cuång §¹i T­íng - Th¸nh Háa Kim Bót	0;9;26133;1	2	3	26			30000;30032;30037;30197		
378	Thiªn Cuång §¹i T­íng - Th¸nh Háa Kim Bót	0;9;26134;1	2	4	26			30000;30032;30037;30197		
379	NguyÖt ¶nh Ma T«n - Cæ Mé Cuång Tr¶o	0;11;27131;1	1	1	27			30000;30032;30037;30197		
380	NguyÖt ¶nh Ma T«n - Cæ Mé Cuång Tr¶o	0;11;27132;1	1	2	27			30000;30032;30037;30197		
381	NguyÖt ¶nh Ma T«n - Cæ Mé Cuång Tr¶o	0;11;27133;1	2	3	27			30000;30032;30037;30197		
382	NguyÖt ¶nh Ma T«n - Cæ Mé Cuång Tr¶o	0;11;27134;1	2	4	27			30000;30032;30037;30197		
383	Cöu Thiªn Th¸i Ph­îng - Ph­îng Hoµng Vò	0;13;29131;1	2	3	29			30000;30032;30037;30197		
384	Cöu Thiªn Th¸i Ph­îng - Ph­îng Hoµng Vò	0;13;29132;1	2	4	29			30000;30032;30037;30197		
385	B¨ng T©m Ngäc N÷ - Ng©n Linh Tr­êng §Þch	0;12;30131;1	2	3	30			30000;30032;30037;30197		
386	B¨ng T©m Ngäc N÷ - Ng©n Linh Tr­êng §Þch	0;12;30132;1	2	4	30			30000;30032;30037;30197		
387	§¹t Ma Thñ To¹ §Õ ThÝch §ÇuKh«i	0;103;241;1	1	1	2			30000;30038;30043;30198		shimen5
388	§¹t Ma Thñ To¹ §Õ ThÝch §ÇuKh«i	0;103;242;1	1	2	2			30000;30038;30043;30198		shimen5
389	Tµng Kinh Thñ To¹ HuyÒn TÞnh M·o	0;103;341;1	1	1	3			30000;30038;30043;30198		shimen5
390	Tµng Kinh Thñ To¹ HuyÒn TÞnh M·o	0;103;342;1	1	2	3			30000;30038;30043;30198		shimen5
391	La H¸n Thñ To¹ §Çu Kh«i	0;103;441;1	1	1	4			30000;30038;30043;30198		shimen5
392	La H¸n Thñ To¹ §Çu Kh«i	0;103;442;1	1	2	4			30000;30038;30043;30198		shimen5
393	Thiªn Thñ ThÇn VÖ TiÒm Èn C©n	0;103;641;1	1	1	6			30000;30038;30043;30198		shimen5
394	Thiªn Thñ ThÇn VÖ TiÒm Èn C©n	0;103;642;1	1	2	6			30000;30038;30043;30198		shimen5
395	Thiªn Thñ ThÇn VÖ TiÒm Èn C©n	0;103;643;1	2	3	6			30000;30038;30043;30198		shimen5
396	Thiªn Thñ ThÇn VÖ TiÒm Èn C©n	0;103;644;1	2	4	6			30000;30038;30043;30198		shimen5
397	Kim Quang Th¸nh N÷ PhËt LÖ KÕ	0;103;841;1	2	3	8			30000;30038;30043;30198		shimen5
398	Kim Quang Th¸nh N÷ PhËt LÖ KÕ	0;103;842;1	2	4	8			30000;30038;30043;30198		shimen5
399	Thiªn ¢m Th¸nh N÷ PhËt VËn KÕ	0;103;941;1	2	3	9			30000;30038;30043;30198		shimen5
400	Thiªn ¢m Th¸nh N÷ PhËt VËn KÕ	0;103;942;1	2	4	9			30000;30038;30043;30198		shimen5
401	ChÊp Ph¸p Phï T«n C©n	0;103;1141;1	1	1	11			30000;30038;30043;30198		shimen5
402	ChÊp Ph¸p Phï T«n C©n	0;103;1142;1	1	2	11			30000;30038;30043;30198		shimen5
403	ChÊp Ph¸p Phï T«n C©n	0;103;1143;1	2	3	11			30000;30038;30043;30198		shimen5
404	ChÊp Ph¸p Phï T«n C©n	0;103;1144;1	2	4	11			30000;30038;30043;30198		shimen5
405	Ch­ëng Bæng Long Chóng C©n	0;103;1241;1	1	1	12			30000;30038;30043;30198		shimen5
406	Ch­ëng Bæng Long Chóng C©n	0;103;1242;1	1	2	12			30000;30038;30043;30198		shimen5
407	Ch­ëng Bæng Long Chóng C©n	0;103;1243;1	2	3	12			30000;30038;30043;30198		shimen5
408	Ch­ëng Bæng Long Chóng C©n	0;103;1244;1	2	4	12			30000;30038;30043;30198		shimen5
409	Th­îng Thanh ThÇn Kh«ng C©n	0;103;1441;1	1	1	14			30000;30038;30043;30198		shimen5
410	Th­îng Thanh ThÇn Kh«ng C©n	0;103;1442;1	1	2	14			30000;30038;30043;30198		shimen5
411	Th­îng Thanh ThÇn Kh«ng C©n	0;103;1443;1	2	3	14			30000;30038;30043;30198		shimen5
412	Th­îng Thanh ThÇn Kh«ng C©n	0;103;1444;1	2	4	14			30000;30038;30043;30198		shimen5
413	Tö Tiªu Ngù Kh«ng C©n	0;103;1541;1	1	1	15			30000;30038;30043;30198		shimen5
414	Tö Tiªu Ngù Kh«ng C©n	0;103;1542;1	1	2	15			30000;30038;30043;30198		shimen5
415	Tö Tiªu Ngù Kh«ng C©n	0;103;1543;1	2	3	15			30000;30038;30043;30198		shimen5
416	Tö Tiªu Ngù Kh«ng C©n	0;103;1544;1	2	4	15			30000;30038;30043;30198		shimen5
417	TrÊn Qu©n V« Song ChiÕn Kh«i	0;103;1741;1	1	1	17			30000;30038;30043;30198		shimen5
418	TrÊn Qu©n V« Song ChiÕn Kh«i	0;103;1742;1	1	2	17			30000;30038;30043;30198		shimen5
419	TrÊn Qu©n V« Song ChiÕn Kh«i	0;103;1743;1	2	3	17			30000;30038;30043;30198		shimen5
420	TrÊn Qu©n V« Song ChiÕn Kh«i	0;103;1744;1	2	4	17			30000;30038;30043;30198		shimen5
421	Chinh Lç B¸ Gi¶ ChiÕn Kh«i	0;103;1841;1	1	1	18			30000;30038;30043;30198		shimen5
422	Chinh Lç B¸ Gi¶ ChiÕn Kh«i	0;103;1842;1	1	2	18			30000;30038;30043;30198		shimen5
423	Chinh Lç B¸ Gi¶ ChiÕn Kh«i	0;103;1843;1	2	3	18			30000;30038;30043;30198		shimen5
424	Chinh Lç B¸ Gi¶ ChiÕn Kh«i	0;103;1844;1	2	4	18			30000;30038;30043;30198		shimen5
425	Diªm La T«n Gi¶ Ma Hån C©n	0;103;2041;1	1	1	20			30000;30038;30043;30198		shimen5
426	Diªm La T«n Gi¶ Ma Hån C©n	0;103;2042;1	1	2	20			30000;30038;30043;30198		shimen5
427	Diªm La T«n Gi¶ Ma Hån C©n	0;103;2043;1	2	3	20			30000;30038;30043;30198		shimen5
428	Diªm La T«n Gi¶ Ma Hån C©n	0;103;2044;1	2	4	20			30000;30038;30043;30198		shimen5
429	Cæ §éc T«n Gi¶ PhÖ Thiªn C©n	0;103;2141;1	1	1	21			30000;30038;30043;30198		shimen5
430	Cæ §éc T«n Gi¶ PhÖ Thiªn C©n	0;103;2142;1	1	2	21			30000;30038;30043;30198		shimen5
431	Cæ §éc T«n Gi¶ PhÖ Thiªn C©n	0;103;2143;1	2	3	21			30000;30038;30043;30198		shimen5
432	Cæ §éc T«n Gi¶ PhÖ Thiªn C©n	0;103;2144;1	2	4	21			30000;30038;30043;30198		shimen5
433	Hång M«ng Ch©n Nh©n - HuyÒn Thanh §Çu Qu¸n	0;103;23141;1	1	1	23			30000;30038;30043;30198		shimen5
434	Hång M«ng Ch©n Nh©n - HuyÒn Thanh §Çu Qu¸n	0;103;23142;1	1	2	23			30000;30038;30043;30198		shimen5
435	Kim Mao S­ V­¬ng -  §å Long §Çu Qu¸n	0;103;25141;1	1	1	25			30000;30038;30043;30198		shimen5
436	Kim Mao S­ V­¬ng -  §å Long §Çu Qu¸n	0;103;25142;1	1	2	25			30000;30038;30043;30198		shimen5
437	Kim Mao S­ V­¬ng -  §å Long §Çu Qu¸n	0;103;25143;1	2	3	25			30000;30038;30043;30198		shimen5
438	Kim Mao S­ V­¬ng -  §å Long §Çu Qu¸n	0;103;25144;1	2	4	25			30000;30038;30043;30198		shimen5
439	B¹ch Mi ¦ng V­¬ng - Quang Minh §Çu C©n	0;103;26141;1	1	1	26			30000;30038;30043;30198		shimen5
440	B¹ch Mi ¦ng V­¬ng - Quang Minh §Çu C©n	0;103;26142;1	1	2	26			30000;30038;30043;30198		shimen5
441	B¹ch Mi ¦ng V­¬ng - Quang Minh §Çu C©n	0;103;26143;1	2	3	26			30000;30038;30043;30198		shimen5
442	B¹ch Mi ¦ng V­¬ng - Quang Minh §Çu C©n	0;103;26144;1	2	4	26			30000;30038;30043;30198		shimen5
443	Thanh Dùc Bøc V­¬ng - Hµn HuyÕt §Çu Qu¸n	0;103;27141;1	1	1	27			30000;30038;30043;30198		shimen5
444	Thanh Dùc Bøc V­¬ng - Hµn HuyÕt §Çu Qu¸n	0;103;27142;1	1	2	27			30000;30038;30043;30198		shimen5
445	Thanh Dùc Bøc V­¬ng - Hµn HuyÕt §Çu Qu¸n	0;103;27143;1	2	3	27			30000;30038;30043;30198		shimen5
446	Thanh Dùc Bøc V­¬ng - Hµn HuyÕt §Çu Qu¸n	0;103;27144;1	2	4	27			30000;30038;30043;30198		shimen5
447	B¸ch Hoa T«n Gi¶ - Ng©n T©m Ph¸t Søc	0;103;29141;1	2	3	29			30000;30038;30043;30198		shimen5
448	B¸ch Hoa T«n Gi¶ - Ng©n T©m Ph¸t Søc	0;103;29142;1	2	4	29			30000;30038;30043;30198		shimen5
449	Linh §éng T«n Gi¶ - Khª V©n Ph¸t Tr©m	0;103;30141;1	2	3	30			30000;30038;30043;30198		shimen5
450	Linh §éng T«n Gi¶ - Khª V©n Ph¸t Tr©m	0;103;30142;1	2	4	30			30000;30038;30043;30198		shimen5
451	§¹t Ma Thñ To¹ §Õ ThÝch Kh¶i Gi¸p 	0;100;241;1	1	1	2			30000;30039;30044;30198		shimen5
452	§¹t Ma Thñ To¹ §Õ ThÝch Kh¶i Gi¸p 	0;100;242;1	1	2	2			30000;30039;30044;30198		shimen5
453	Tµng Kinh Thñ To¹ HuyÒn TÜnh Bµo	0;100;341;1	1	1	3			30000;30039;30044;30198		shimen5
454	Tµng Kinh Thñ To¹ HuyÒn TÜnh Bµo	0;100;342;1	1	2	3			30000;30039;30044;30198		shimen5
455	La H¸n thñ Täa ChÝnh Gi¸c Kh¶i Gi¸p 	0;100;441;1	1	1	4			30000;30039;30044;30198		shimen5
456	La H¸n thñ Täa ChÝnh Gi¸c Kh¶i Gi¸p 	0;100;442;1	1	2	4			30000;30039;30044;30198		shimen5
457	Thiªn Thñ ThÇn VÖ TiÒm Èn Phôc	0;100;641;1	1	1	6			30000;30039;30044;30198		shimen5
458	Thiªn Thñ ThÇn VÖ TiÒm Èn Phôc	0;100;642;1	1	2	6			30000;30039;30044;30198		shimen5
459	Thiªn Thñ ThÇn VÖ TiÒm Èn Phôc	0;100;643;1	2	3	6			30000;30039;30044;30198		shimen5
460	Thiªn Thñ ThÇn VÖ TiÒm Èn Phôc	0;100;644;1	2	4	6			30000;30039;30044;30198		shimen5
461	Kim Quang Th¸nh N÷ PhËt LÖ Y	0;100;841;1	2	3	8			30000;30039;30044;30198		shimen5
462	Kim Quang Th¸nh N÷ PhËt LÖ Y	0;100;842;1	2	4	8			30000;30039;30044;30198		shimen5
463	Thiªn ¢m Th¸nh N÷ PhËt VËn Y	0;100;941;1	2	3	9			30000;30039;30044;30198		shimen5
464	Thiªn ¢m Th¸nh N÷ PhËt VËn Y	0;100;942;1	2	4	9			30000;30039;30044;30198		shimen5
465	ChÊp Ph¸p Phï T«n Y	0;100;1141;1	1	1	11			30000;30039;30044;30198		shimen5
466	ChÊp Ph¸p Phï T«n Y	0;100;1142;1	1	2	11			30000;30039;30044;30198		shimen5
